Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
45160,2.45,Long,M,Yes,38,Yes,No,Yes,No,Yes,No,Yes
87794,6.74,Medium,M,Yes,32,Yes,No,Yes,Yes,No,Yes,No
91233,4.95,Medium,F,Yes,31,No,No,No,No,Yes,No,No
83932,7.67,Long,F,Yes,36,No,No,No,No,No,No,No
7743,7.36,Long,F,Yes,30,No,No,No,No,No,No,No
79540,4.92,Short,F,Yes,29,Yes,Yes,No,No,No,No,Yes
71729,8.72,Long,F,Yes,31,No,No,No,No,No,Yes,No
84002,5.29,Long,M,Yes,27,No,No,No,No,No,No,No
85751,3.78,Long,M,Yes,53,No,No,No,No,No,No,Yes
62400,7.42,Long,F,No,42,Yes,No,No,No,Yes,No,No
3068,4.36,Long,M,Yes,27,Yes,Yes,No,No,No,Yes,No
94888,8.31,Long,F,No,39,No,No,No,No,No,No,No
78006,2.88,Long,F,Yes,29,Yes,Yes,No,No,No,Yes,No
31809,5.4,Short,M,Yes,26,Yes,No,Yes,No,No,Yes,No
90078,6.53,Short,M,Yes,35,Yes,No,No,No,No,No,No
80480,7.96,Medium,F,Yes,50,Yes,No,Yes,No,No,Yes,Yes
30830,7.16,Long,M,No,39,Yes,Yes,No,No,No,Yes,No
68324,6.93,Short,M,No,29,No,No,No,No,Yes,No,No
68715,5.74,Short,F,No,38,No,No,Yes,No,Yes,Yes,No
98069,2.8,Long,M,No,34,Yes,Yes,Yes,Yes,No,No,Yes
60748,7.89,Medium,M,No,19,Yes,No,Yes,No,Yes,Yes,No
34194,6.43,Short,F,Yes,52,No,No,No,No,No,No,No
76916,8.57,Medium,F,No,20,No,No,No,No,Yes,No,Yes
44059,5.88,Short,M,Yes,22,No,Yes,No,No,Yes,No,No
65110,7.84,Long,F,No,32,Yes,Yes,No,No,No,Yes,No
89386,8.79,Medium,F,Yes,36,No,No,No,No,Yes,No,No
32873,9.72,Short,M,No,34,No,No,No,No,No,No,No
23736,9.13,Long,F,No,24,No,Yes,No,No,No,Yes,No
12380,7.57,Short,F,Yes,44,Yes,Yes,Yes,No,No,Yes,Yes
87546,8.8,Medium,M,No,31,Yes,No,No,No,Yes,No,No
89976,9.15,Long,M,Yes,55,Yes,Yes,No,No,Yes,Yes,No
10427,2.32,Short,M,Yes,40,No,Yes,No,No,No,No,No
9527,6.66,Short,M,Yes,36,No,No,No,No,Yes,No,No
11801,2.62,Long,F,No,42,No,Yes,Yes,No,Yes,Yes,No
51231,3.56,Medium,F,No,41,No,No,No,No,No,No,No
31643,6.45,Long,M,Yes,25,Yes,Yes,Yes,No,No,Yes,No
37240,7.29,Long,M,No,24,Yes,No,Yes,No,No,No,No
4478,2.55,Long,F,No,41,No,No,No,No,No,No,No
70510,3.39,Long,F,Yes,36,Yes,No,No,No,No,No,No
