Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
1,5.6,Long,M,Yes,24,No,Yes,No,No,No,Yes,No
2,6.77,Short,M,No,53,Yes,No,No,Yes,Yes,No,Yes
3,8.85,Medium,F,Yes,32,No,No,No,No,No,Yes,No
4,9.62,Long,M,Yes,21,No,Yes,Yes,Yes,Yes,Yes,Yes
5,4.31,Long,M,Yes,51,No,No,Yes,Yes,No,Yes,No
6,4.5,Long,F,Yes,24,No,No,No,No,Yes,No,No
7,4.54,Long,M,No,29,No,No,No,No,No,No,No
8,7.25,Long,M,No,49,Yes,No,No,No,No,No,No
9,3.01,Long,M,No,48,Yes,Yes,Yes,No,No,Yes,No
10,3.1,Long,M,Yes,43,No,No,No,No,No,No,No
11,6.53,Medium,F,No,29,Yes,No,No,No,No,Yes,Yes
12,7.79,Long,F,No,22,No,Yes,No,Yes,No,No,No
13,6.56,Short,M,No,21,No,No,No,No,Yes,No,No
14,8.08,Medium,M,No,21,No,No,No,No,Yes,No,No
15,8.16,Long,M,Yes,34,No,No,No,No,No,No,No
16,5.18,Medium,M,Yes,26,Yes,Yes,Yes,No,Yes,Yes,No
17,2.33,Medium,F,No,55,No,No,No,No,No,No,No
18,2.59,Long,F,No,34,Yes,No,No,No,No,Yes,No
19,5.25,Medium,M,No,46,No,Yes,No,No,No,Yes,No
20,3.54,Long,F,No,44,No,No,No,No,No,No,Yes
21,2.8,Long,F,Yes,47,Yes,No,Yes,No,No,Yes,No
22,6.47,Medium,M,No,42,No,No,No,No,No,No,No
23,3.02,Medium,F,No,50,Yes,Yes,Yes,No,No,Yes,No
24,3.67,Long,M,Yes,47,Yes,Yes,Yes,No,No,Yes,No
25,3.48,Medium,M,No,47,Yes,No,Yes,No,Yes,Yes,No
26,3.07,Short,F,No,57,Yes,No,No,No,No,No,No
27,5.27,Medium,M,No,44,No,No,No,No,No,No,No
28,7.34,Short,M,No,50,No,No,No,No,No,No,No
29,4.05,Short,M,No,40,No,Yes,Yes,No,No,Yes,No
30,2.38,Short,F,No,20,No,No,No,No,No,No,No
31,6.29,Medium,M,No,29,No,No,No,No,No,No,No
32,9.44,Short,F,No,30,Yes,No,No,No,No,No,No
33,7.81,Short,M,No,24,No,No,No,No,No,No,No
34,2.08,Medium,M,Yes,51,No,No,No,No,No,No,No
35,9.28,Medium,F,No,32,Yes,No,No,No,Yes,Yes,No
36,3.22,Short,M,No,35,Yes,No,No,No,No,No,No
37,4.33,Medium,M,Yes,51,No,No,No,No,Yes,Yes,No
38,7.01,Medium,F,No,45,No,Yes,No,No,Yes,Yes,No
39,2.92,Long,F,Yes,52,Yes,No,No,No,No,Yes,No
40,8.1,Medium,M,No,22,Yes,Yes,Yes,No,Yes,Yes,No
41,8.35,Long,M,No,39,Yes,Yes,No,No,No,No,No
42,6.33,Short,F,Yes,43,No,Yes,No,No,Yes,Yes,No
43,6.26,Medium,M,No,23,No,No,No,No,No,No,No
44,5.23,Medium,F,Yes,33,No,No,No,No,No,No,No
45,4.17,Medium,M,No,45,No,No,No,No,Yes,No,No
46,2.16,Long,F,No,43,No,No,No,No,Yes,No,No
47,2.87,Medium,F,Yes,35,No,No,No,No,No,No,No
48,4.83,Short,F,No,43,Yes,Yes,No,No,No,Yes,No
49,8.66,Medium,F,Yes,47,Yes,Yes,No,No,No,Yes,Yes
50,9.24,Medium,M,No,51,No,Yes,No,No,No,No,Yes
51,4.73,Short,M,No,27,Yes,Yes,No,No,No,Yes,No
52,3.21,Short,F,Yes,27,No,No,No,No,Yes,No,No
53,9.03,Medium,F,No,37,Yes,Yes,Yes,No,No,No,No
54,7.42,Long,M,No,30,Yes,No,No,Yes,No,Yes,No
55,4.58,Medium,M,Yes,20,No,No,Yes,No,No,Yes,No
56,3.38,Long,M,No,51,No,No,Yes,No,No,No,No
57,8.43,Long,M,No,25,No,No,No,No,No,No,Yes
58,4.11,Long,F,Yes,45,No,No,No,No,Yes,No,No
59,6,Short,F,No,37,No,No,No,No,No,No,No
60,8.9,Medium,M,Yes,29,No,No,No,No,Yes,No,No
61,8.19,Medium,F,Yes,55,Yes,Yes,Yes,No,Yes,No,No
62,6.66,Medium,M,Yes,29,No,No,No,No,Yes,No,No
63,3.76,Medium,M,No,43,No,No,No,No,No,Yes,No
64,8.07,Long,M,Yes,25,Yes,No,No,No,Yes,No,No
65,6.12,Short,M,Yes,52,No,No,No,Yes,No,No,No
66,3.44,Medium,M,No,45,Yes,No,No,No,No,Yes,No
67,3.99,Long,M,Yes,39,Yes,Yes,No,No,Yes,Yes,No
68,7.27,Long,M,No,33,No,No,No,No,No,Yes,No
69,7.92,Medium,M,Yes,38,No,No,Yes,No,Yes,No,Yes
70,5.52,Short,F,Yes,44,No,No,No,No,No,No,No
71,3.82,Medium,M,No,29,No,No,No,Yes,No,Yes,No
72,2.44,Short,M,No,39,Yes,Yes,Yes,No,No,Yes,No
73,3.92,Medium,M,No,24,No,No,No,No,Yes,Yes,Yes
74,5.97,Long,F,No,36,No,No,No,No,Yes,No,No
75,8.12,Medium,M,No,41,Yes,No,No,No,Yes,No,No
76,5.39,Short,F,No,51,Yes,Yes,Yes,No,Yes,Yes,No
77,4.26,Long,M,No,37,No,No,No,No,No,No,No
78,9.66,Medium,M,No,39,Yes,Yes,Yes,No,Yes,No,No
79,2.2,Medium,F,No,20,Yes,Yes,No,No,Yes,No,No
80,3.64,Short,F,Yes,20,No,No,No,No,Yes,No,Yes
81,3.04,Medium,M,No,39,No,No,No,Yes,No,No,Yes
82,2.93,Medium,F,Yes,31,No,No,No,No,Yes,No,No
83,5.08,Long,M,Yes,38,No,No,No,No,No,No,No
84,3.19,Long,F,Yes,29,No,No,No,No,Yes,No,No
85,5.52,Short,F,Yes,28,No,No,No,No,Yes,No,No
86,5.98,Medium,M,Yes,49,Yes,Yes,Yes,No,No,Yes,No
87,6.59,Long,F,Yes,35,No,No,No,No,No,No,No
88,6.12,Medium,F,No,55,No,Yes,No,No,Yes,No,No
89,8.52,Medium,F,No,20,Yes,No,Yes,Yes,No,Yes,No
90,6.05,Long,F,No,50,No,Yes,No,No,Yes,Yes,No
91,8.28,Long,F,Yes,45,No,No,No,No,No,No,No
92,7.52,Long,F,Yes,39,Yes,No,No,No,No,Yes,No
93,8.92,Short,F,No,50,Yes,No,No,No,No,Yes,Yes
94,8.49,Long,M,Yes,22,No,No,No,No,No,No,No
95,5,Long,M,No,56,Yes,No,No,No,Yes,No,No
96,3.19,Short,F,No,57,No,No,No,No,No,Yes,No
97,3.84,Long,F,Yes,31,No,No,No,No,Yes,No,Yes
98,2.84,Long,M,No,35,Yes,No,No,No,No,No,No
99,6.11,Long,F,No,48,No,No,No,No,No,No,No
100,2.11,Long,M,Yes,47,Yes,Yes,No,No,Yes,Yes,No
101,2.9,Medium,F,Yes,53,Yes,No,Yes,No,No,Yes,No
102,5.22,Medium,F,Yes,34,Yes,No,No,No,No,No,No
103,3.87,Medium,M,Yes,34,Yes,Yes,Yes,No,Yes,Yes,No
104,6.39,Short,M,Yes,31,No,Yes,No,No,No,No,No
105,6.22,Short,F,Yes,18,No,No,No,No,Yes,No,No
106,8.98,Short,F,No,49,No,No,Yes,No,No,Yes,No
107,2.89,Long,M,Yes,36,No,No,No,No,No,Yes,No
108,6.38,Medium,M,No,48,No,No,No,No,No,No,No
109,5.96,Long,M,Yes,32,No,Yes,No,Yes,Yes,Yes,No
110,7.99,Medium,F,No,28,No,No,Yes,No,No,Yes,Yes
111,2.28,Medium,F,Yes,44,No,Yes,No,No,Yes,No,No
112,8.71,Medium,M,No,42,No,No,No,No,No,No,No
113,7.66,Long,F,Yes,43,No,No,No,No,No,No,No
114,5.47,Medium,M,Yes,32,No,No,No,No,No,No,No
115,2.98,Long,F,Yes,54,No,No,No,No,Yes,No,No
116,3.54,Medium,F,No,40,No,No,No,No,No,Yes,No
117,4.52,Long,M,No,22,Yes,No,No,No,No,No,Yes
118,3.92,Long,M,Yes,23,No,Yes,No,No,No,No,Yes
119,4.58,Long,M,No,18,No,No,No,No,No,No,No
120,8.42,Medium,F,Yes,47,No,No,No,No,No,No,No
121,9.46,Long,M,No,52,No,No,No,No,No,No,Yes
122,8.53,Long,M,No,38,No,No,No,No,Yes,Yes,No
123,6.34,Long,M,No,34,Yes,No,No,No,Yes,No,No
124,4.46,Medium,F,Yes,36,No,No,No,No,No,Yes,No
125,5.69,Long,F,No,29,No,Yes,No,No,Yes,Yes,No
126,2.2,Medium,F,No,29,Yes,No,Yes,No,Yes,Yes,No
127,3.16,Long,F,Yes,21,Yes,No,Yes,No,No,Yes,No
128,3.49,Long,M,No,35,No,No,No,No,No,No,No
129,5.85,Long,F,Yes,55,No,Yes,Yes,Yes,Yes,Yes,Yes
130,7.72,Short,F,No,49,Yes,Yes,Yes,No,Yes,Yes,No
131,8.51,Long,M,No,37,No,No,No,No,No,Yes,No
132,6.92,Short,M,No,28,Yes,Yes,Yes,No,No,Yes,No
133,2.5,Medium,F,Yes,35,Yes,No,No,No,Yes,Yes,No
134,4.56,Short,M,Yes,48,Yes,Yes,No,No,No,Yes,No
135,8.43,Short,F,Yes,28,Yes,No,No,No,Yes,No,No
136,5.55,Short,F,No,39,No,Yes,Yes,No,Yes,Yes,No
137,5.51,Medium,F,Yes,32,No,No,No,No,No,Yes,No
138,4.98,Medium,F,No,41,No,No,No,No,No,Yes,No
139,7.83,Long,F,Yes,31,Yes,No,Yes,No,Yes,Yes,No
140,3.18,Short,M,No,35,No,No,No,No,No,No,No
141,7.86,Medium,M,No,28,Yes,Yes,Yes,No,Yes,Yes,Yes
142,8.62,Long,M,No,37,No,Yes,Yes,Yes,Yes,Yes,Yes
143,5.33,Medium,M,No,44,No,No,No,No,No,No,No
144,6.13,Long,F,No,40,Yes,No,No,No,No,No,No
145,2.92,Medium,M,No,50,Yes,No,No,No,No,Yes,No
146,7.35,Long,M,No,23,No,Yes,No,No,No,Yes,No
147,9.33,Medium,M,Yes,54,Yes,No,No,No,No,No,No
148,6.27,Long,F,Yes,54,No,No,No,No,No,No,Yes
149,2.33,Medium,F,Yes,28,No,Yes,No,No,No,Yes,Yes
150,6.69,Medium,F,No,26,Yes,No,No,No,No,No,No
151,2.58,Long,F,Yes,33,No,No,No,No,No,Yes,No
152,8.12,Medium,M,Yes,40,Yes,No,No,No,Yes,No,No
153,7.08,Long,F,No,26,No,Yes,No,No,No,No,No
154,4.57,Medium,F,No,48,No,Yes,Yes,Yes,No,Yes,No
155,7.07,Medium,F,No,54,No,No,No,No,No,No,No
156,3.82,Short,F,Yes,51,No,No,Yes,No,No,Yes,No
