Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
1,7.53,Short,M,No,45,Yes,No,No,No,No,No,No
2,3.82,Long,M,Yes,45,No,No,No,No,No,No,No
3,5.84,Long,F,No,26,Yes,No,No,No,No,No,No
4,8.87,Long,F,No,20,No,No,No,No,No,No,No
5,5.31,Short,M,Yes,28,No,No,No,No,No,No,No
6,4.31,Medium,M,Yes,36,No,No,No,No,No,Yes,Yes
7,7.76,Long,F,No,48,Yes,No,No,No,Yes,No,Yes
8,7.26,Medium,M,Yes,21,No,No,No,No,No,No,No
9,2.35,Short,F,No,20,Yes,Yes,No,No,No,Yes,No
10,7.67,Long,F,Yes,23,No,No,No,No,No,No,No
11,7.08,Long,F,No,26,No,Yes,No,No,No,No,No
12,8.53,Long,M,No,38,No,No,No,No,Yes,Yes,No
13,5.34,Medium,F,Yes,22,Yes,Yes,Yes,Yes,No,Yes,No
14,7.28,Medium,F,Yes,50,No,Yes,No,No,No,No,No
15,6.74,Long,F,Yes,44,No,No,No,No,No,No,Yes
16,2.6,Long,M,No,51,No,No,No,No,No,Yes,No
17,2.55,Medium,M,Yes,50,No,Yes,Yes,No,No,Yes,No
18,6.86,Long,M,Yes,41,Yes,Yes,Yes,No,Yes,Yes,Yes
19,6.5,Medium,M,Yes,42,No,No,Yes,No,No,No,No
20,9.73,Medium,M,Yes,52,Yes,Yes,No,No,Yes,No,No
21,5.43,Long,M,No,32,Yes,No,Yes,No,Yes,No,No
22,8.66,Long,M,No,49,No,No,No,No,No,No,No
23,7.29,Long,M,No,24,Yes,No,Yes,No,No,No,No
24,3.3,Long,F,Yes,31,Yes,Yes,Yes,No,No,Yes,No
25,3.11,Medium,M,Yes,35,No,No,Yes,No,Yes,No,No
26,4.38,Medium,M,No,36,No,No,No,No,No,No,No
27,7.65,Medium,F,Yes,40,No,No,No,No,Yes,No,No
28,2.36,Medium,F,No,22,Yes,No,No,No,No,No,No
29,6.12,Short,M,Yes,52,No,No,No,Yes,No,No,No
30,4.74,Short,F,No,48,No,No,No,No,No,No,No
31,8.35,Medium,M,No,19,Yes,No,No,No,No,No,Yes
32,5.2,Long,F,No,54,No,Yes,No,No,No,Yes,No
33,2.64,Long,F,Yes,35,Yes,No,No,No,No,No,No
34,4.28,Short,M,No,50,No,Yes,No,No,No,Yes,No
35,4.29,Short,M,Yes,23,No,No,No,No,No,No,No
36,8.65,Medium,M,No,51,No,No,No,No,No,No,No
37,7.54,Long,F,Yes,19,No,No,No,No,Yes,No,No
38,7.55,Long,M,No,38,Yes,No,No,No,Yes,Yes,No
39,3.63,Medium,M,Yes,27,No,Yes,No,No,Yes,No,Yes
40,7.31,Medium,F,Yes,29,Yes,Yes,Yes,No,Yes,Yes,No
41,4.56,Long,F,No,52,No,No,No,No,Yes,Yes,No
42,7.54,Long,M,No,25,No,Yes,No,No,Yes,Yes,No
43,4.16,Medium,M,Yes,23,Yes,Yes,Yes,No,No,Yes,No
44,7.58,Medium,F,No,55,No,No,No,Yes,Yes,No,No
45,7.25,Medium,F,Yes,47,No,Yes,Yes,No,No,Yes,No
46,8.3,Medium,M,Yes,28,Yes,Yes,No,No,No,Yes,No
47,7.08,Medium,F,Yes,31,No,No,No,No,Yes,No,No
48,7.16,Medium,F,No,38,No,No,No,No,No,No,Yes
49,7.09,Long,F,No,51,Yes,No,No,No,No,No,No
50,3.73,Short,M,Yes,38,No,No,No,No,No,No,No
51,5.36,Long,F,Yes,22,No,No,No,No,No,No,No
52,4.58,Short,M,No,37,No,No,No,No,Yes,No,No
53,5.07,Long,F,No,53,No,Yes,No,No,No,Yes,No
54,3.43,Medium,F,Yes,30,Yes,Yes,No,No,No,Yes,No
55,7.09,Short,F,Yes,52,No,No,No,No,No,No,Yes
56,8.69,Long,F,Yes,28,No,Yes,No,Yes,No,Yes,No
57,3.19,Medium,M,Yes,38,Yes,Yes,No,No,No,Yes,No
58,4.55,Long,F,Yes,36,Yes,No,No,No,Yes,No,Yes
59,9.48,Medium,F,Yes,21,No,No,No,No,No,Yes,No
60,6.83,Long,M,No,55,No,No,No,Yes,No,No,No
61,3.78,Long,M,Yes,46,No,No,No,No,No,No,No
62,2.99,Long,F,Yes,28,Yes,No,No,No,No,No,No
63,4.88,Medium,M,No,45,Yes,Yes,Yes,No,Yes,Yes,No
64,5.47,Medium,F,No,48,No,Yes,No,No,No,Yes,No
65,4.29,Medium,M,No,30,No,Yes,No,No,No,Yes,No
66,4.33,Medium,M,Yes,35,Yes,No,No,No,No,No,No
67,7.32,Long,M,No,21,No,No,No,No,Yes,No,No
68,8.61,Medium,M,No,50,No,No,No,No,No,No,No
69,4.64,Medium,F,Yes,22,Yes,Yes,No,No,Yes,Yes,No
70,7.58,Medium,M,No,48,Yes,Yes,No,No,No,Yes,No
71,8.07,Medium,F,No,23,No,No,No,No,No,Yes,No
72,4.18,Long,M,Yes,21,No,No,No,No,No,No,No
73,4.62,Medium,F,No,26,Yes,Yes,No,No,Yes,Yes,No
74,3.87,Medium,F,No,45,No,No,No,No,No,No,No
75,2.25,Long,M,No,20,No,No,No,No,No,Yes,No
76,5.86,Long,F,Yes,56,No,No,No,No,No,No,No
77,2.29,Medium,M,No,32,No,Yes,No,No,Yes,No,No
78,8.52,Medium,F,No,20,Yes,No,Yes,Yes,No,Yes,No
79,9.75,Short,F,No,57,No,No,No,No,Yes,No,Yes
80,7.83,Long,M,No,27,No,No,No,No,No,No,No
81,6.05,Medium,F,Yes,22,No,No,No,No,No,No,Yes
82,7.29,Short,F,Yes,26,Yes,No,No,No,No,No,No
83,6.39,Short,M,Yes,31,No,Yes,No,No,No,No,No
84,5.94,Long,F,No,44,No,Yes,No,Yes,Yes,Yes,Yes
85,5.97,Long,F,No,36,No,No,No,No,Yes,No,No
86,3.27,Long,M,Yes,26,No,No,No,No,Yes,No,No
87,2.91,Long,F,Yes,31,No,No,No,No,No,Yes,No
88,8.74,Long,F,Yes,26,No,No,No,No,Yes,No,No
89,4.19,Short,M,Yes,33,No,Yes,No,No,No,Yes,No
90,6.33,Short,F,No,43,Yes,Yes,Yes,No,No,Yes,No
91,6.56,Short,M,No,21,No,No,No,No,Yes,No,No
92,6.92,Long,M,No,23,No,No,No,No,No,No,No
93,2.18,Medium,F,No,20,Yes,Yes,Yes,No,No,Yes,No
94,8.78,Medium,M,Yes,23,Yes,No,No,No,Yes,No,No
95,2.29,Medium,M,Yes,33,No,No,No,No,No,No,No
96,8.83,Short,F,No,49,No,No,No,No,No,No,No
97,2.96,Long,F,Yes,54,Yes,Yes,No,No,Yes,Yes,No
98,7.48,Long,F,No,52,No,No,No,No,No,No,No
99,7.5,Short,M,No,42,No,No,No,No,No,No,No
100,9.3,Long,M,Yes,40,No,No,No,No,No,No,No
101,4.53,Long,F,Yes,32,Yes,Yes,No,No,No,No,No
102,5.37,Long,F,No,44,Yes,No,No,No,No,No,No
103,6.11,Short,F,No,38,No,No,No,Yes,No,No,Yes
104,4.49,Medium,F,No,28,Yes,No,Yes,No,No,No,No
105,9.78,Long,M,Yes,31,Yes,No,No,No,No,No,No
106,2.79,Medium,M,Yes,45,Yes,Yes,No,No,Yes,Yes,No
107,4.57,Medium,M,Yes,26,Yes,Yes,Yes,No,No,Yes,No
108,4,Long,F,No,44,No,No,No,No,Yes,No,No
109,4.75,Short,F,No,44,No,No,Yes,No,Yes,Yes,No
110,7.05,Medium,F,Yes,29,No,No,No,No,No,No,No
111,4.24,Medium,M,Yes,30,No,No,No,No,Yes,No,No
112,2.28,Medium,M,No,31,No,No,No,No,No,No,No
113,6.57,Medium,F,No,39,No,No,No,No,No,Yes,No
114,3.4,Long,F,No,44,Yes,Yes,No,No,No,Yes,No
115,4.5,Long,M,No,23,No,No,No,No,No,No,No
116,7.18,Long,M,Yes,55,No,Yes,No,Yes,Yes,Yes,No
117,6.55,Long,M,No,52,No,No,No,No,No,No,Yes
118,7.04,Short,F,Yes,21,No,Yes,No,No,No,No,No
119,5.04,Short,F,No,50,No,No,No,No,No,No,No
120,3.33,Long,M,No,41,Yes,Yes,No,No,Yes,Yes,No
121,4.73,Long,F,Yes,53,Yes,Yes,Yes,No,No,Yes,No
122,8.77,Long,M,No,49,Yes,Yes,Yes,Yes,No,Yes,No
123,8.36,Medium,M,Yes,38,No,No,No,No,No,No,Yes
124,9.2,Long,F,Yes,50,No,No,No,No,Yes,No,No
125,9.02,Long,F,Yes,35,No,No,No,No,No,No,No
126,2.61,Long,F,No,24,Yes,No,No,No,Yes,No,No
127,7.86,Medium,F,Yes,52,Yes,Yes,Yes,No,Yes,Yes,No
128,9.64,Medium,F,No,51,Yes,Yes,No,No,No,Yes,No
129,3.81,Medium,F,Yes,22,No,No,No,No,No,Yes,Yes
130,7.09,Long,M,No,42,Yes,Yes,No,No,No,Yes,Yes
131,4.21,Medium,M,Yes,31,Yes,Yes,No,No,No,No,No
132,8.19,Short,F,Yes,28,No,No,No,No,No,No,Yes
133,3.7,Short,M,Yes,38,No,No,No,No,No,No,Yes
134,7.52,Short,F,Yes,44,Yes,No,Yes,No,Yes,No,Yes
135,8.87,Long,F,Yes,26,No,No,No,No,No,No,No
136,6.67,Short,F,Yes,25,No,No,Yes,No,No,Yes,No
137,10.04,Long,M,Yes,27,No,No,No,Yes,No,No,Yes
138,8.3,Medium,F,No,54,No,No,No,No,No,No,No
139,2.58,Long,F,Yes,33,No,No,No,No,No,Yes,No
140,5.7,Long,F,No,31,No,No,No,No,No,Yes,No
141,7.43,Long,F,No,56,No,No,No,No,No,Yes,No
142,6.83,Long,M,Yes,44,Yes,No,No,No,No,No,No
143,3.85,Medium,F,Yes,24,Yes,Yes,No,No,No,No,No
144,2.5,Medium,F,Yes,35,Yes,No,No,No,Yes,Yes,No
145,5.66,Long,F,No,30,No,No,No,No,No,No,No
146,6.29,Medium,M,Yes,41,Yes,Yes,Yes,No,No,Yes,No
147,6.03,Medium,M,No,40,No,No,No,No,No,No,No
148,2.27,Medium,F,No,20,No,Yes,No,No,No,No,No
149,9.39,Medium,M,No,44,Yes,No,No,No,No,No,No
150,9.81,Long,M,Yes,29,No,No,No,No,No,No,No
151,3.72,Long,M,No,50,Yes,No,No,Yes,Yes,No,No
152,3.29,Long,M,Yes,51,No,No,No,No,No,No,No
153,5.43,Long,F,Yes,26,No,No,No,No,No,No,No
154,4.77,Medium,F,No,44,Yes,Yes,Yes,Yes,Yes,Yes,No
155,2.08,Short,M,Yes,27,No,No,No,No,Yes,No,No
156,4.8,Long,F,Yes,22,Yes,Yes,No,Yes,No,Yes,Yes
157,9.08,Medium,M,No,26,No,No,No,No,No,No,No
158,4.57,Short,F,Yes,24,No,No,No,No,No,No,No
159,6.14,Medium,M,Yes,34,No,No,No,Yes,Yes,No,Yes
160,7.85,Long,M,No,40,Yes,Yes,No,No,No,No,No
161,6.06,Medium,M,Yes,50,No,No,No,No,Yes,No,No
162,9.39,Long,F,No,41,No,No,No,No,Yes,No,No
163,8.48,Long,M,No,51,No,No,No,No,No,No,No
164,9.94,Short,M,No,53,Yes,No,No,Yes,Yes,Yes,Yes
165,8.96,Long,F,Yes,27,No,No,No,No,No,No,No
166,3.95,Medium,M,No,34,No,No,No,No,No,No,No
167,2.16,Long,F,No,37,No,No,No,No,No,No,No
168,9.57,Long,M,No,29,Yes,No,No,No,No,Yes,No
169,9.11,Long,F,No,40,Yes,No,No,No,No,Yes,No
170,7.52,Long,F,No,56,No,No,No,No,No,No,No
171,3.92,Long,M,Yes,49,Yes,No,No,No,No,No,No
172,10.15,Medium,F,No,25,Yes,Yes,Yes,No,Yes,Yes,Yes
173,6.45,Short,F,Yes,52,Yes,Yes,No,No,No,Yes,Yes
174,4.1,Short,M,No,24,Yes,No,No,No,No,Yes,No
175,6.23,Medium,F,Yes,19,No,No,No,No,No,Yes,Yes
176,5.86,Long,M,No,30,Yes,No,No,No,No,No,No
177,9.15,Medium,M,No,51,No,No,No,No,No,No,No
178,5.24,Medium,F,No,44,No,No,No,No,Yes,No,No
179,6.68,Medium,M,Yes,32,Yes,No,No,No,No,Yes,No
180,7.42,Medium,F,Yes,44,No,No,No,No,No,No,No
181,5.31,Long,F,No,33,Yes,No,No,No,No,No,No
182,7.29,Medium,M,No,39,No,No,No,No,Yes,No,No
183,9.23,Medium,M,No,51,No,No,No,No,No,No,No
184,6.53,Long,M,Yes,33,No,No,No,No,No,No,No
185,3.67,Long,M,No,50,Yes,Yes,Yes,No,No,Yes,No
186,7.86,Long,F,Yes,38,No,No,No,No,Yes,No,Yes
187,2.64,Long,F,No,37,No,No,No,No,No,No,No
188,3.61,Medium,M,No,46,No,No,No,Yes,No,No,No
189,5.16,Long,M,Yes,29,Yes,Yes,No,No,No,Yes,No
190,3.03,Medium,M,No,27,Yes,No,No,No,Yes,No,No
191,7.23,Short,F,No,20,Yes,No,No,No,No,No,No
192,3,Medium,F,Yes,23,No,No,No,No,Yes,No,No
193,3.17,Medium,F,No,23,No,No,No,No,No,Yes,No
194,9.49,Medium,F,Yes,24,No,No,No,No,No,No,No
195,8.8,Long,F,No,18,No,No,No,No,No,No,No
196,9.73,Short,M,No,46,No,No,No,No,No,Yes,No
197,3.11,Long,M,Yes,27,Yes,No,Yes,No,No,Yes,No
198,2.95,Long,F,Yes,54,No,No,No,No,No,No,No
199,9.7,Medium,F,No,42,No,No,No,No,No,No,Yes
200,3.17,Medium,F,No,27,No,No,No,Yes,Yes,No,No
201,7.58,Medium,M,No,43,No,No,No,No,No,Yes,No
202,3.75,Medium,M,No,45,Yes,No,No,No,No,No,No
203,4.63,Short,F,Yes,22,No,No,No,No,No,Yes,No
204,3.38,Long,M,Yes,23,Yes,No,No,Yes,No,Yes,No
205,5.65,Short,F,Yes,47,Yes,Yes,No,No,Yes,No,No
206,3.1,Long,M,Yes,43,No,No,No,No,No,No,No
207,8.02,Long,F,No,38,Yes,Yes,Yes,No,No,Yes,No
208,4.58,Short,M,No,46,No,No,No,No,No,Yes,Yes
209,9.9,Medium,M,Yes,20,No,No,No,No,Yes,No,No
210,5.14,Long,M,Yes,47,No,Yes,No,No,Yes,No,No
211,5.08,Long,M,Yes,38,No,No,No,No,No,No,No
212,7.69,Short,M,No,28,No,Yes,No,No,No,Yes,No
213,2.87,Long,M,Yes,53,Yes,No,No,No,Yes,No,No
214,3.76,Medium,M,No,43,No,No,No,No,No,Yes,No
215,6.69,Short,F,Yes,21,No,No,No,No,No,No,No
216,3.65,Long,M,Yes,29,No,No,No,No,No,No,No
217,8.7,Medium,M,No,31,No,No,No,No,Yes,No,No
218,9.94,Long,F,No,21,No,Yes,No,No,No,Yes,No
219,5.18,Medium,F,Yes,34,No,No,No,No,Yes,No,No
220,6.05,Long,F,No,49,No,No,No,No,No,No,No
221,5.05,Medium,F,Yes,32,No,No,No,No,No,No,No
222,5.57,Short,F,Yes,49,No,No,No,No,No,No,No
223,6.79,Medium,F,No,23,No,No,No,No,No,No,No
224,2.24,Long,M,Yes,47,Yes,No,No,No,No,No,No
225,5.75,Short,M,No,39,Yes,Yes,No,No,No,Yes,Yes
226,5.18,Medium,M,Yes,44,No,No,No,No,Yes,No,No
227,8.15,Medium,M,No,23,Yes,Yes,No,No,No,Yes,No
228,8.12,Medium,M,No,24,No,No,No,No,No,No,No
229,5.68,Long,M,No,41,No,No,No,No,No,Yes,No
230,5.41,Short,M,Yes,45,No,No,No,No,No,No,No
231,2.74,Medium,F,Yes,49,No,Yes,No,No,No,Yes,No
232,9.3,Short,F,No,28,Yes,Yes,Yes,No,No,No,No
233,4.76,Medium,M,Yes,22,Yes,Yes,Yes,No,No,Yes,No
234,7.25,Long,M,No,23,Yes,No,Yes,No,No,Yes,Yes
235,4.81,Short,M,No,27,No,No,No,No,No,No,No
236,7.53,Long,F,Yes,38,No,No,No,No,No,No,No
237,7.31,Long,M,No,25,No,No,No,No,No,No,No
238,6.58,Medium,F,No,39,Yes,No,No,No,No,No,No
239,5.23,Medium,F,Yes,33,No,No,No,No,No,No,No
240,4.16,Medium,F,No,43,No,No,No,No,No,No,No
241,5.24,Short,F,No,30,No,No,No,No,No,Yes,No
242,3.08,Short,F,No,37,Yes,No,No,No,Yes,No,No
243,8.72,Medium,F,Yes,40,No,No,No,No,No,No,No
244,9.42,Medium,F,Yes,20,No,No,No,No,Yes,No,No
245,2.82,Medium,M,Yes,44,Yes,No,No,No,No,No,No
246,4.03,Long,F,Yes,52,No,No,No,No,Yes,No,No
247,2.73,Short,M,Yes,23,Yes,No,No,No,No,No,No
248,5.67,Short,F,Yes,40,No,No,No,No,No,No,Yes
249,2.8,Long,F,Yes,47,Yes,No,Yes,No,No,Yes,No
250,2.17,Medium,M,Yes,52,No,No,No,No,Yes,No,Yes
251,6.05,Long,F,No,38,No,Yes,Yes,No,Yes,Yes,No
252,8.73,Medium,F,Yes,27,No,No,No,No,No,No,No
253,4.33,Short,M,Yes,32,No,No,No,No,No,No,No
254,5.68,Long,F,No,49,Yes,Yes,No,No,No,Yes,No
255,4.54,Long,F,Yes,27,No,No,No,No,No,No,No
256,8.08,Medium,M,No,39,Yes,No,Yes,No,No,No,No
257,3.54,Long,F,No,50,Yes,No,No,Yes,Yes,No,No
258,5.33,Long,F,No,52,No,Yes,No,Yes,No,Yes,No
259,4.1,Long,M,No,20,No,No,No,No,No,Yes,No
260,9.48,Long,F,No,40,No,No,No,No,Yes,No,No
261,6.11,Long,M,No,36,Yes,Yes,Yes,No,No,No,Yes
262,5.47,Medium,M,Yes,32,No,No,No,No,No,No,No
263,9.69,Long,F,Yes,43,No,No,No,No,No,No,No
264,7.88,Medium,F,Yes,53,No,Yes,Yes,No,Yes,No,Yes
265,10,Short,F,No,31,Yes,No,No,No,Yes,Yes,No
266,6.75,Medium,F,Yes,43,Yes,No,No,No,Yes,No,No
267,9.37,Long,M,Yes,46,Yes,Yes,Yes,No,Yes,Yes,No
268,7.28,Long,M,No,33,No,Yes,No,No,Yes,Yes,No
269,9.72,Short,M,No,31,Yes,No,No,No,Yes,No,No
