User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
69601,F,62,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
14799,F,55,S,Seldom,Yes,No,Yes,No,'Website Account'
13880,M,48,S,Seldom,Yes,No,Yes,Yes,'Website Account'
55848,F,53,S,Seldom,Yes,Yes,Yes,No,'Credit Card'
15999,F,61,M,Regular,Yes,Yes,Yes,No,'Monthly Billing'
10591,F,24,M,Regular,Yes,Yes,Yes,No,'Credit Card'
65693,M,46,S,Frequent,Yes,No,No,No,'Website Account'
90322,M,44,S,Seldom,Yes,Yes,Yes,Yes,'Website Account'
93846,M,45,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
70317,F,54,S,Regular,Yes,Yes,No,No,'Bank Transfer'
76169,M,33,M,Regular,Yes,No,Yes,No,'Bank Transfer'
50695,F,64,S,Seldom,Yes,No,Yes,Yes,'Website Account'
82405,M,30,M,Regular,Yes,Yes,Yes,No,'Website Account'
92296,M,51,M,Frequent,Yes,Yes,Yes,No,'Bank Transfer'
31365,F,36,S,Regular,Yes,Yes,Yes,No,'Website Account'
27193,M,17,M,Seldom,Yes,No,Yes,No,'Credit Card'
99190,M,25,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
25913,F,51,M,Regular,Yes,Yes,No,No,'Bank Transfer'
43730,M,34,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
88479,M,34,M,Seldom,Yes,No,Yes,Yes,'Website Account'
25156,F,47,S,Seldom,Yes,Yes,No,No,'Bank Transfer'
27193,M,17,M,Seldom,Yes,No,Yes,No,'Credit Card'
61887,M,35,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
25980,M,29,M,Regular,Yes,Yes,Yes,No,'Website Account'
27978,F,38,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
43668,F,41,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
59160,M,58,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
38881,F,35,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
77370,M,22,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
45102,M,60,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
13957,M,44,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
67881,M,51,S,Frequent,Yes,Yes,Yes,Yes,'Website Account'
84850,M,45,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
29936,M,39,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
24454,M,47,S,Seldom,Yes,Yes,Yes,No,'Website Account'
63239,M,47,S,Regular,Yes,No,Yes,No,'Website Account'
87211,F,65,S,Seldom,Yes,No,Yes,Yes,'Website Account'
41234,F,56,S,Seldom,Yes,No,Yes,No,'Monthly Billing'
85451,M,52,M,Seldom,Yes,Yes,Yes,No,'Website Account'
63959,M,44,M,Regular,Yes,No,No,No,'Credit Card'
15286,F,52,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
25354,F,40,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
47666,F,51,S,Seldom,Yes,No,No,No,'Website Account'
80502,F,37,S,Frequent,Yes,No,Yes,No,'Website Account'
76655,F,51,S,Seldom,Yes,No,No,No,'Website Account'
91499,M,47,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
62258,M,64,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
73118,F,57,S,Seldom,Yes,No,Yes,No,'Website Account'
67767,M,52,M,Frequent,Yes,Yes,Yes,No,'Bank Transfer'
62258,M,64,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
76548,F,52,M,Regular,Yes,Yes,No,No,'Bank Transfer'
13957,M,44,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
49906,M,47,S,Regular,Yes,Yes,Yes,No,'Website Account'
35993,M,44,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
29995,M,67,S,Regular,Yes,No,No,Yes,'Credit Card'
84559,M,36,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
82338,M,42,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
79896,F,66,M,Frequent,No,Yes,No,Yes,'Website Account'
50777,F,34,S,Regular,Yes,Yes,Yes,No,'Website Account'
32371,M,44,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
45460,F,52,S,Seldom,Yes,Yes,Yes,No,'Credit Card'
49866,M,61,M,Frequent,Yes,No,Yes,No,'Website Account'
85451,M,52,M,Seldom,Yes,Yes,Yes,No,'Website Account'
63959,M,44,M,Regular,Yes,No,No,No,'Credit Card'
36067,M,64,M,Seldom,Yes,No,Yes,No,'Website Account'
92866,M,30,M,Seldom,Yes,No,Yes,Yes,'Website Account'
39308,M,54,M,Seldom,Yes,No,Yes,Yes,'Website Account'
81628,M,51,M,Seldom,Yes,Yes,Yes,No,'Website Account'
88598,M,40,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
29995,M,67,S,Regular,Yes,No,No,Yes,'Credit Card'
93347,F,21,S,Seldom,Yes,No,No,No,'Credit Card'
10591,F,24,M,Regular,Yes,Yes,Yes,No,'Credit Card'
23677,F,62,M,Frequent,Yes,No,No,No,'Monthly Billing'
60321,F,48,S,Regular,Yes,Yes,Yes,No,'Bank Transfer'
67586,M,51,M,Seldom,Yes,No,No,Yes,'Credit Card'
