User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
61278,M,49,S,Seldom,Yes,No,Yes,Yes,'Website Account'
26499,F,33,S,Seldom,Yes,Yes,Yes,No,'Website Account'
16994,F,67,M,Frequent,No,Yes,No,Yes,'Website Account'
89880,F,38,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
52869,M,62,S,Seldom,Yes,No,Yes,No,'Website Account'
63427,F,51,S,Seldom,Yes,Yes,No,Yes,'Bank Transfer'
31265,M,22,M,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
25156,F,47,S,Seldom,Yes,Yes,No,No,'Bank Transfer'
33261,M,18,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
66037,F,49,S,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
26584,F,34,M,Regular,Yes,No,Yes,No,'Website Account'
12524,F,27,M,Regular,Yes,Yes,Yes,Yes,'Monthly Billing'
25250,M,59,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
45776,M,59,M,Frequent,Yes,No,Yes,No,'Website Account'
97362,F,43,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
76172,F,47,S,Seldom,Yes,Yes,No,Yes,'Credit Card'
44173,M,47,S,Seldom,Yes,No,Yes,No,'Credit Card'
88795,M,52,M,Seldom,Yes,No,No,Yes,'Credit Card'
89822,F,63,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
70731,F,51,S,Seldom,Yes,Yes,No,Yes,'Monthly Billing'
48662,M,30,M,Seldom,Yes,No,Yes,Yes,'Website Account'
88666,F,26,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
92374,F,68,M,Regular,Yes,No,No,No,'Website Account'
76548,F,52,M,Regular,Yes,Yes,No,No,'Bank Transfer'
44531,M,52,S,Regular,Yes,No,Yes,Yes,'Website Account'
34616,M,23,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
74414,M,64,M,Seldom,Yes,Yes,Yes,No,'Monthly Billing'
79934,M,69,S,Regular,Yes,Yes,Yes,Yes,'Credit Card'
22299,M,58,S,Regular,Yes,Yes,Yes,No,'Credit Card'
46836,F,56,S,Seldom,Yes,No,Yes,No,'Website Account'
66185,F,33,S,Seldom,Yes,Yes,Yes,No,'Website Account'
54220,F,53,S,Seldom,Yes,No,Yes,Yes,'Credit Card'
46208,M,69,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
25980,M,29,M,Regular,Yes,Yes,Yes,No,'Website Account'
76548,F,52,M,Regular,Yes,Yes,No,No,'Bank Transfer'
14980,F,59,S,Seldom,Yes,No,Yes,No,'Monthly Billing'
28983,F,64,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
89880,F,38,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
76558,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
84559,M,36,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
93674,F,57,S,Seldom,Yes,No,Yes,No,'Website Account'
55084,F,67,M,Regular,Yes,No,No,No,'Website Account'
38881,F,35,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
15810,F,64,M,Seldom,Yes,No,Yes,No,'Website Account'
16840,M,27,M,Regular,Yes,No,Yes,No,'Bank Transfer'
77370,M,22,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
30121,F,66,M,Frequent,No,Yes,No,Yes,'Website Account'
16994,F,67,M,Frequent,No,Yes,No,Yes,'Website Account'
22138,M,54,S,Regular,Yes,No,Yes,Yes,'Website Account'
32695,F,34,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
77370,M,22,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
44210,M,20,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
