User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
80705,M,36,S,Regular,Yes,No,Yes,Yes,'Website Account'
51218,F,31,M,Regular,Yes,Yes,Yes,Yes,'Monthly Billing'
62080,F,54,M,Seldom,Yes,No,Yes,Yes,'Website Account'
58818,M,24,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
76881,M,44,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
19303,F,49,S,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
83814,F,63,M,Regular,Yes,Yes,Yes,No,'Monthly Billing'
15810,F,64,M,Seldom,Yes,No,Yes,No,'Website Account'
60321,F,48,S,Regular,Yes,Yes,Yes,No,'Bank Transfer'
70624,M,54,M,Seldom,Yes,No,No,Yes,'Credit Card'
85874,F,43,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
70962,F,35,S,Regular,Yes,Yes,No,No,'Website Account'
62131,M,17,M,Seldom,Yes,No,Yes,No,'Credit Card'
93666,M,66,S,Regular,Yes,Yes,Yes,Yes,'Credit Card'
61668,M,54,S,Seldom,Yes,No,Yes,No,'Website Account'
50777,F,34,S,Regular,Yes,Yes,Yes,No,'Website Account'
49906,M,47,S,Regular,Yes,Yes,Yes,No,'Website Account'
32227,F,63,M,Regular,No,Yes,Yes,No,'Bank Transfer'
63799,M,44,S,Regular,Yes,No,Yes,No,'Website Account'
53506,M,37,M,Seldom,Yes,No,Yes,Yes,'Website Account'
29936,M,39,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
18836,F,51,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
22479,M,61,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
57746,M,43,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
83940,F,47,S,Seldom,Yes,Yes,No,No,'Bank Transfer'
40897,M,23,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
24084,M,49,S,Seldom,Yes,No,Yes,No,'Credit Card'
33261,M,18,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
82082,F,27,S,Regular,Yes,No,Yes,Yes,'Bank Transfer'
51964,M,61,S,Regular,No,Yes,Yes,Yes,'Bank Transfer'
66884,M,67,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
13308,F,54,S,Seldom,Yes,No,Yes,Yes,'Credit Card'
32227,F,63,M,Regular,No,Yes,Yes,No,'Bank Transfer'
76172,F,47,S,Seldom,Yes,Yes,No,Yes,'Credit Card'
54936,M,46,S,Regular,Yes,Yes,Yes,No,'Website Account'
79836,F,31,S,Seldom,Yes,No,Yes,No,'Website Account'
36740,M,65,S,Regular,Yes,Yes,Yes,Yes,'Credit Card'
54261,F,63,M,Frequent,Yes,No,No,No,'Monthly Billing'
46304,M,33,S,Seldom,Yes,No,Yes,No,'Website Account'
14109,F,65,M,Frequent,No,Yes,No,Yes,'Website Account'
81628,M,51,M,Seldom,Yes,Yes,Yes,No,'Website Account'
67818,M,47,M,Regular,Yes,No,No,No,'Credit Card'
73642,F,50,M,Regular,Yes,Yes,No,No,'Bank Transfer'
24719,F,23,S,Seldom,Yes,No,No,No,'Credit Card'
15575,M,37,M,Seldom,Yes,No,Yes,Yes,'Website Account'
10246,F,19,S,Seldom,Yes,No,Yes,Yes,'Website Account'
40481,F,39,S,Regular,Yes,Yes,No,No,'Website Account'
66185,F,33,S,Seldom,Yes,Yes,Yes,No,'Website Account'
71801,F,30,M,Seldom,Yes,No,Yes,Yes,'Website Account'
62080,F,54,M,Seldom,Yes,No,Yes,Yes,'Website Account'
63669,F,49,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
26464,F,46,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
81704,M,19,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
69715,F,50,S,Seldom,Yes,Yes,No,Yes,'Bank Transfer'
93846,M,45,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
