User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
81747,M,26,M,Seldom,Yes,No,No,No,'Monthly Billing'
55886,F,54,S,Regular,Yes,Yes,No,No,'Bank Transfer'
29389,M,61,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
29389,M,61,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
12539,F,50,S,Regular,Yes,Yes,Yes,No,'Bank Transfer'
88666,F,26,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
37033,F,35,M,Frequent,Yes,Yes,No,No,'Monthly Billing'
85084,M,50,M,Seldom,Yes,No,No,Yes,'Credit Card'
52292,M,22,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
32695,F,34,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
93674,F,57,S,Seldom,Yes,No,Yes,No,'Website Account'
76970,M,47,S,Seldom,Yes,No,Yes,No,'Credit Card'
61803,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
72282,F,31,S,Seldom,Yes,No,Yes,No,'Website Account'
35350,M,36,S,Regular,Yes,No,Yes,Yes,'Website Account'
77370,M,22,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
84850,M,45,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
87800,F,63,M,Regular,Yes,Yes,Yes,No,'Monthly Billing'
93955,M,42,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
11925,F,35,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
52083,M,47,S,Regular,Yes,Yes,Yes,No,'Website Account'
22477,M,65,M,Seldom,Yes,No,Yes,No,'Website Account'
87341,F,57,S,Regular,Yes,No,No,Yes,'Website Account'
54261,F,63,M,Frequent,Yes,No,No,No,'Monthly Billing'
12784,F,44,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
57301,M,63,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
72270,M,17,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
25250,M,59,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
64692,M,27,M,Regular,Yes,No,Yes,No,'Website Account'
24468,F,50,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
69715,F,50,S,Seldom,Yes,Yes,No,Yes,'Bank Transfer'
24468,F,50,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
81945,F,32,M,Frequent,Yes,Yes,No,No,'Monthly Billing'
14026,F,64,M,Regular,No,Yes,Yes,No,'Bank Transfer'
85498,M,52,M,Seldom,Yes,Yes,Yes,No,'Website Account'
44210,M,20,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
23009,M,34,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
67767,M,52,M,Frequent,Yes,Yes,Yes,No,'Bank Transfer'
54936,M,46,S,Regular,Yes,Yes,Yes,No,'Website Account'
25755,F,67,S,Seldom,Yes,No,Yes,Yes,'Website Account'
58818,M,24,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
13308,F,54,S,Seldom,Yes,No,Yes,Yes,'Credit Card'
76172,F,47,S,Seldom,Yes,Yes,No,Yes,'Credit Card'
10791,M,42,M,Seldom,Yes,Yes,Yes,No,'Website Account'
80117,F,46,M,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
64466,M,68,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
15810,F,64,M,Seldom,Yes,No,Yes,No,'Website Account'
15999,F,61,M,Regular,Yes,Yes,Yes,No,'Monthly Billing'
26623,F,44,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
59160,M,58,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
14730,M,52,M,Frequent,Yes,Yes,Yes,No,'Bank Transfer'
76591,M,61,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
26584,F,34,M,Regular,Yes,No,Yes,No,'Website Account'
78795,F,57,S,Seldom,Yes,No,Yes,No,'Website Account'
68362,F,47,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
15614,F,51,S,Seldom,Yes,Yes,No,Yes,'Credit Card'
49408,M,34,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
43219,F,46,S,Regular,Yes,Yes,Yes,No,'Bank Transfer'
86311,F,43,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
90322,M,44,S,Seldom,Yes,Yes,Yes,Yes,'Website Account'
25755,F,67,S,Seldom,Yes,No,Yes,Yes,'Website Account'
81919,F,38,S,Regular,Yes,Yes,Yes,No,'Website Account'
49470,M,58,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
50272,M,37,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
74055,F,49,S,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
37652,M,69,S,Regular,Yes,No,No,Yes,'Credit Card'
75706,F,31,M,Seldom,Yes,No,Yes,No,'Monthly Billing'
46304,M,33,S,Seldom,Yes,No,Yes,No,'Website Account'
58704,M,43,M,Frequent,Yes,Yes,No,Yes,'Website Account'
92784,M,68,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
13880,M,48,S,Seldom,Yes,No,Yes,Yes,'Website Account'
12784,F,44,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
25156,F,47,S,Seldom,Yes,Yes,No,No,'Bank Transfer'
