User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
65685,M,32,M,Regular,Yes,No,Yes,No,'Bank Transfer'
76548,F,52,M,Regular,Yes,Yes,No,No,'Bank Transfer'
50462,M,36,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
31131,F,30,M,Seldom,Yes,No,Yes,No,'Monthly Billing'
65341,F,32,S,Seldom,Yes,No,Yes,No,'Website Account'
89513,M,44,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
22138,M,54,S,Regular,Yes,No,Yes,Yes,'Website Account'
28382,F,49,S,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
42424,F,57,S,Regular,Yes,No,No,Yes,'Website Account'
52881,F,53,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
92932,M,26,M,Regular,Yes,No,Yes,No,'Website Account'
16994,F,67,M,Frequent,No,Yes,No,Yes,'Website Account'
73642,F,50,M,Regular,Yes,Yes,No,No,'Bank Transfer'
84250,F,31,S,Seldom,Yes,No,Yes,No,'Website Account'
10591,F,24,M,Regular,Yes,Yes,Yes,No,'Credit Card'
96545,F,61,S,Regular,Yes,Yes,Yes,No,'Website Account'
50462,M,36,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
37085,M,26,M,Regular,Yes,No,Yes,No,'Bank Transfer'
24454,M,47,S,Seldom,Yes,Yes,Yes,No,'Website Account'
34213,M,29,M,Regular,No,No,Yes,No,'Monthly Billing'
28029,F,67,M,Frequent,No,Yes,No,Yes,'Website Account'
22402,M,23,M,Regular,Yes,No,Yes,No,'Website Account'
59086,M,61,M,Seldom,Yes,Yes,Yes,No,'Monthly Billing'
86962,F,26,S,Regular,Yes,No,Yes,Yes,'Bank Transfer'
89520,M,50,S,Frequent,Yes,No,No,No,'Website Account'
67603,F,62,S,Regular,Yes,Yes,Yes,No,'Website Account'
