User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
92068,M,55,S,Seldom,Yes,No,Yes,No,'Website Account'
12784,F,44,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
81776,M,64,M,Seldom,Yes,No,No,No,'Bank Transfer'
85005,M,54,S,Regular,Yes,Yes,Yes,No,'Credit Card'
87211,F,65,S,Seldom,Yes,No,Yes,Yes,'Website Account'
73685,M,61,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
21792,M,25,M,Seldom,Yes,No,No,No,'Monthly Billing'
28382,F,49,S,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
52083,M,47,S,Regular,Yes,Yes,Yes,No,'Website Account'
48018,F,62,M,Seldom,Yes,Yes,Yes,No,'Website Account'
32371,M,44,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
58704,M,43,M,Frequent,Yes,Yes,No,Yes,'Website Account'
61803,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
79906,M,44,M,Seldom,Yes,Yes,Yes,No,'Website Account'
11319,M,32,S,Seldom,Yes,No,Yes,No,'Website Account'
92374,F,68,M,Regular,Yes,No,No,No,'Website Account'
93730,M,25,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
12524,F,27,M,Regular,Yes,Yes,Yes,Yes,'Monthly Billing'
13408,M,68,M,Seldom,Yes,No,No,No,'Bank Transfer'
35863,M,17,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
89822,F,63,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
25980,M,29,M,Regular,Yes,Yes,Yes,No,'Website Account'
20313,M,52,S,Frequent,Yes,Yes,Yes,Yes,'Website Account'
10791,M,42,M,Seldom,Yes,Yes,Yes,No,'Website Account'
50209,F,44,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
76655,F,51,S,Seldom,Yes,No,No,No,'Website Account'
24212,M,65,M,Seldom,Yes,No,Yes,No,'Credit Card'
24084,M,49,S,Seldom,Yes,No,Yes,No,'Credit Card'
76655,F,51,S,Seldom,Yes,No,No,No,'Website Account'
11925,F,35,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
54239,M,36,S,Regular,Yes,No,Yes,Yes,'Website Account'
23135,M,31,M,Regular,Yes,No,Yes,No,'Bank Transfer'
21099,M,57,S,Regular,Yes,Yes,Yes,No,'Credit Card'
42424,F,57,S,Regular,Yes,No,No,Yes,'Website Account'
69715,F,50,S,Seldom,Yes,Yes,No,Yes,'Bank Transfer'
85874,F,43,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
74414,M,64,M,Seldom,Yes,Yes,Yes,No,'Monthly Billing'
90254,F,29,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
79042,F,52,S,Seldom,Yes,Yes,No,Yes,'Bank Transfer'
28983,F,64,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
25404,F,62,M,Frequent,Yes,No,No,No,'Monthly Billing'
93730,M,25,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
15286,F,52,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
97263,M,29,M,Regular,Yes,No,Yes,No,'Bank Transfer'
64692,M,27,M,Regular,Yes,No,Yes,No,'Website Account'
37033,F,35,M,Frequent,Yes,Yes,No,No,'Monthly Billing'
22144,F,32,S,Seldom,Yes,No,Yes,No,'Website Account'
67603,F,62,S,Regular,Yes,Yes,Yes,No,'Website Account'
25250,M,59,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
27978,F,38,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
22171,F,34,M,Frequent,Yes,Yes,No,No,'Monthly Billing'
69814,F,65,M,Seldom,Yes,Yes,Yes,No,'Website Account'
97981,M,42,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
40897,M,23,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
10153,M,46,M,Frequent,Yes,Yes,No,Yes,'Website Account'
34213,M,29,M,Regular,No,No,Yes,No,'Monthly Billing'
72889,M,63,M,Seldom,Yes,No,Yes,No,'Website Account'
42167,F,56,M,Seldom,Yes,No,Yes,Yes,'Website Account'
83940,F,47,S,Seldom,Yes,Yes,No,No,'Bank Transfer'
85084,M,50,M,Seldom,Yes,No,No,Yes,'Credit Card'
66185,F,33,S,Seldom,Yes,Yes,Yes,No,'Website Account'
76558,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
50462,M,36,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
13308,F,54,S,Seldom,Yes,No,Yes,Yes,'Credit Card'
84132,F,22,M,Regular,Yes,Yes,Yes,No,'Credit Card'
38881,F,35,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
83754,F,36,S,Frequent,Yes,No,Yes,No,'Website Account'
96112,M,58,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
82587,M,55,M,Seldom,Yes,Yes,Yes,No,'Website Account'
18272,F,29,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
62033,M,56,M,Seldom,Yes,No,Yes,Yes,'Website Account'
62717,M,45,M,Frequent,Yes,Yes,No,Yes,'Website Account'
19889,M,29,M,Regular,Yes,Yes,Yes,No,'Website Account'
49617,F,63,M,Seldom,Yes,No,Yes,No,'Website Account'
32695,F,34,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
69715,F,50,S,Seldom,Yes,Yes,No,Yes,'Bank Transfer'
26499,F,33,S,Seldom,Yes,Yes,Yes,No,'Website Account'
12784,F,44,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
22923,F,50,S,Seldom,Yes,Yes,No,Yes,'Monthly Billing'
88666,F,26,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
45460,F,52,S,Seldom,Yes,Yes,Yes,No,'Credit Card'
15999,F,61,M,Regular,Yes,Yes,Yes,No,'Monthly Billing'
17451,M,41,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
12978,F,25,M,Regular,Yes,Yes,Yes,No,'Credit Card'
27852,M,37,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
62087,F,50,S,Seldom,Yes,Yes,No,No,'Bank Transfer'
72270,M,17,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
31131,F,30,M,Seldom,Yes,No,Yes,No,'Monthly Billing'
24454,M,47,S,Seldom,Yes,Yes,Yes,No,'Website Account'
