User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
49408,M,34,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
16908,F,52,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
76548,F,52,M,Regular,Yes,Yes,No,No,'Bank Transfer'
33261,M,18,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
42167,F,56,M,Seldom,Yes,No,Yes,Yes,'Website Account'
65355,F,21,S,Seldom,Yes,No,Yes,Yes,'Website Account'
90254,F,29,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
48696,F,53,S,Regular,Yes,Yes,No,No,'Bank Transfer'
89513,M,44,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
36067,M,64,M,Seldom,Yes,No,Yes,No,'Website Account'
86962,F,26,S,Regular,Yes,No,Yes,Yes,'Bank Transfer'
65685,M,32,M,Regular,Yes,No,Yes,No,'Bank Transfer'
70473,M,50,S,Frequent,Yes,No,No,No,'Website Account'
66037,F,49,S,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
81776,M,64,M,Seldom,Yes,No,No,No,'Bank Transfer'
55084,F,67,M,Regular,Yes,No,No,No,'Website Account'
69601,F,62,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
36662,F,33,S,Seldom,Yes,No,Yes,No,'Website Account'
79934,M,69,S,Regular,Yes,Yes,Yes,Yes,'Credit Card'
94008,M,47,M,Regular,Yes,No,Yes,No,'Credit Card'
54445,F,33,M,Regular,Yes,No,Yes,No,'Website Account'
99037,F,50,M,Regular,No,Yes,Yes,No,'Credit Card'
68265,M,57,S,Regular,No,Yes,Yes,Yes,'Bank Transfer'
36277,F,18,S,Seldom,Yes,No,Yes,Yes,'Website Account'
45265,M,25,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
53876,F,65,M,Frequent,Yes,No,No,No,'Monthly Billing'
97899,F,50,S,Seldom,Yes,Yes,No,Yes,'Monthly Billing'
49408,M,34,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
38914,M,48,M,Regular,Yes,No,No,No,'Credit Card'
23009,M,34,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
22299,M,58,S,Regular,Yes,Yes,Yes,No,'Credit Card'
68250,M,59,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
45512,F,40,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
65341,F,32,S,Seldom,Yes,No,Yes,No,'Website Account'
98275,F,49,M,Regular,No,Yes,Yes,No,'Credit Card'
26109,M,46,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
54303,F,64,M,Seldom,Yes,No,Yes,No,'Website Account'
58150,M,46,S,Seldom,Yes,No,Yes,Yes,'Website Account'
85343,F,67,M,Frequent,No,Yes,No,Yes,'Website Account'
69195,M,48,S,Regular,Yes,No,Yes,No,'Website Account'
37805,F,56,S,Seldom,Yes,No,Yes,No,'Website Account'
30121,F,66,M,Frequent,No,Yes,No,Yes,'Website Account'
77555,M,68,S,Regular,Yes,No,No,Yes,'Credit Card'
97263,M,29,M,Regular,Yes,No,Yes,No,'Bank Transfer'
87341,F,57,S,Regular,Yes,No,No,Yes,'Website Account'
37085,M,26,M,Regular,Yes,No,Yes,No,'Bank Transfer'
57301,M,63,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
13957,M,44,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
51218,F,31,M,Regular,Yes,Yes,Yes,Yes,'Monthly Billing'
75183,F,60,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
85498,M,52,M,Seldom,Yes,Yes,Yes,No,'Website Account'
25980,M,29,M,Regular,Yes,Yes,Yes,No,'Website Account'
22477,M,65,M,Seldom,Yes,No,Yes,No,'Website Account'
15065,M,48,S,Regular,Yes,No,No,Yes,'Credit Card'
26464,F,46,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
17451,M,41,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
63799,M,44,S,Regular,Yes,No,Yes,No,'Website Account'
50777,F,34,S,Regular,Yes,Yes,Yes,No,'Website Account'
15706,F,53,S,Seldom,Yes,No,Yes,Yes,'Credit Card'
45505,M,53,S,Regular,Yes,No,Yes,Yes,'Website Account'
24719,F,23,S,Seldom,Yes,No,No,No,'Credit Card'
