User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
51964,M,61,S,Regular,No,Yes,Yes,Yes,'Bank Transfer'
72282,F,31,S,Seldom,Yes,No,Yes,No,'Website Account'
27135,M,67,M,Seldom,Yes,No,Yes,No,'Credit Card'
89880,F,38,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
28983,F,64,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
85874,F,43,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
76558,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
26056,M,45,S,Seldom,Yes,Yes,Yes,No,'Website Account'
62717,M,45,M,Frequent,Yes,Yes,No,Yes,'Website Account'
99037,F,50,M,Regular,No,Yes,Yes,No,'Credit Card'
21792,M,25,M,Seldom,Yes,No,No,No,'Monthly Billing'
79934,M,69,S,Regular,Yes,Yes,Yes,Yes,'Credit Card'
19015,M,44,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
51513,M,25,M,Regular,Yes,No,Yes,No,'Bank Transfer'
48662,M,30,M,Seldom,Yes,No,Yes,Yes,'Website Account'
75222,M,36,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
35863,M,17,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
83814,F,63,M,Regular,Yes,Yes,Yes,No,'Monthly Billing'
55084,F,67,M,Regular,Yes,No,No,No,'Website Account'
62033,M,56,M,Seldom,Yes,No,Yes,Yes,'Website Account'
88598,M,40,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
78255,M,62,M,Seldom,Yes,No,Yes,No,'Website Account'
91208,M,32,S,Seldom,Yes,No,Yes,No,'Website Account'
43730,M,34,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
70731,F,51,S,Seldom,Yes,Yes,No,Yes,'Monthly Billing'
62717,M,45,M,Frequent,Yes,Yes,No,Yes,'Website Account'
22561,F,45,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
23135,M,31,M,Regular,Yes,No,Yes,No,'Bank Transfer'
49903,F,42,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
41667,F,49,M,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
90469,M,45,S,Seldom,Yes,Yes,Yes,Yes,'Website Account'
18228,F,52,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
54261,F,63,M,Frequent,Yes,No,No,No,'Monthly Billing'
51964,M,61,S,Regular,No,Yes,Yes,Yes,'Bank Transfer'
62080,F,54,M,Seldom,Yes,No,Yes,Yes,'Website Account'
88666,F,26,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
64405,M,31,M,Regular,No,No,Yes,No,'Monthly Billing'
16788,M,38,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
50695,F,64,S,Seldom,Yes,No,Yes,Yes,'Website Account'
57412,M,59,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
67767,M,52,M,Frequent,Yes,Yes,Yes,No,'Bank Transfer'
32561,M,65,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
45102,M,60,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
42424,F,57,S,Regular,Yes,No,No,Yes,'Website Account'
92866,M,30,M,Seldom,Yes,No,Yes,Yes,'Website Account'
24084,M,49,S,Seldom,Yes,No,Yes,No,'Credit Card'
26499,F,33,S,Seldom,Yes,Yes,Yes,No,'Website Account'
64466,M,68,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
41667,F,49,M,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
38140,F,50,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
15575,M,37,M,Seldom,Yes,No,Yes,Yes,'Website Account'
88000,F,56,S,Seldom,Yes,No,Yes,No,'Monthly Billing'
50462,M,36,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
77172,M,51,S,Frequent,Yes,Yes,Yes,Yes,'Website Account'
14730,M,52,M,Frequent,Yes,Yes,Yes,No,'Bank Transfer'
85498,M,52,M,Seldom,Yes,Yes,Yes,No,'Website Account'
