User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
46740,M,58,S,Seldom,Yes,No,Yes,No,'Website Account'
16994,F,67,M,Frequent,No,Yes,No,Yes,'Website Account'
53506,M,37,M,Seldom,Yes,No,Yes,Yes,'Website Account'
29389,M,61,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
25593,F,68,M,Regular,Yes,No,No,No,'Website Account'
90476,F,31,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
85005,M,54,S,Regular,Yes,Yes,Yes,No,'Credit Card'
50695,F,64,S,Seldom,Yes,No,Yes,Yes,'Website Account'
49470,M,58,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
26464,F,46,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
52869,M,62,S,Seldom,Yes,No,Yes,No,'Website Account'
15706,F,53,S,Seldom,Yes,No,Yes,Yes,'Credit Card'
50695,F,64,S,Seldom,Yes,No,Yes,Yes,'Website Account'
18228,F,52,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
75706,F,31,M,Seldom,Yes,No,Yes,No,'Monthly Billing'
96545,F,61,S,Regular,Yes,Yes,Yes,No,'Website Account'
87211,F,65,S,Seldom,Yes,No,Yes,Yes,'Website Account'
52292,M,22,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
14026,F,64,M,Regular,No,Yes,Yes,No,'Bank Transfer'
84250,F,31,S,Seldom,Yes,No,Yes,No,'Website Account'
65788,M,31,S,Seldom,Yes,No,Yes,No,'Website Account'
65788,M,31,S,Seldom,Yes,No,Yes,No,'Website Account'
53506,M,37,M,Seldom,Yes,No,Yes,Yes,'Website Account'
35863,M,17,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
16908,F,52,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
56031,M,57,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
83940,F,47,S,Seldom,Yes,Yes,No,No,'Bank Transfer'
73118,F,57,S,Seldom,Yes,No,Yes,No,'Website Account'
88795,M,52,M,Seldom,Yes,No,No,Yes,'Credit Card'
42424,F,57,S,Regular,Yes,No,No,Yes,'Website Account'
61803,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
25250,M,59,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
46081,M,28,M,Regular,Yes,Yes,Yes,No,'Website Account'
46208,M,69,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
52421,F,37,S,Seldom,Yes,Yes,Yes,No,'Website Account'
99190,M,25,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
27852,M,37,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
30573,M,54,S,Regular,Yes,No,Yes,Yes,'Website Account'
64405,M,31,M,Regular,No,No,Yes,No,'Monthly Billing'
67767,M,52,M,Frequent,Yes,Yes,Yes,No,'Bank Transfer'
68362,F,47,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
52083,M,47,S,Regular,Yes,Yes,Yes,No,'Website Account'
28029,F,67,M,Frequent,No,Yes,No,Yes,'Website Account'
85498,M,52,M,Seldom,Yes,Yes,Yes,No,'Website Account'
