User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
87205,M,53,S,Seldom,Yes,No,Yes,No,'Website Account'
70624,M,54,M,Seldom,Yes,No,No,Yes,'Credit Card'
76970,M,47,S,Seldom,Yes,No,Yes,No,'Credit Card'
57412,M,59,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
92068,M,55,S,Seldom,Yes,No,Yes,No,'Website Account'
37110,F,59,S,Regular,Yes,Yes,Yes,No,'Website Account'
47666,F,51,S,Seldom,Yes,No,No,No,'Website Account'
69195,M,48,S,Regular,Yes,No,Yes,No,'Website Account'
29387,M,26,M,Seldom,Yes,No,No,No,'Monthly Billing'
88479,M,34,M,Seldom,Yes,No,Yes,Yes,'Website Account'
22144,F,32,S,Seldom,Yes,No,Yes,No,'Website Account'
46081,M,28,M,Regular,Yes,Yes,Yes,No,'Website Account'
89520,M,50,S,Frequent,Yes,No,No,No,'Website Account'
63959,M,44,M,Regular,Yes,No,No,No,'Credit Card'
66884,M,67,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
30377,M,43,M,Seldom,Yes,Yes,Yes,No,'Website Account'
48696,F,53,S,Regular,Yes,Yes,No,No,'Bank Transfer'
54220,F,53,S,Seldom,Yes,No,Yes,Yes,'Credit Card'
23768,F,53,S,Seldom,Yes,Yes,Yes,No,'Credit Card'
70355,M,45,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
98350,F,40,S,Frequent,Yes,No,Yes,No,'Website Account'
24084,M,49,S,Seldom,Yes,No,Yes,No,'Credit Card'
22477,M,65,M,Seldom,Yes,No,Yes,No,'Website Account'
65341,F,32,S,Seldom,Yes,No,Yes,No,'Website Account'
14799,F,55,S,Seldom,Yes,No,Yes,No,'Website Account'
80584,M,34,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
32371,M,44,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
15575,M,37,M,Seldom,Yes,No,Yes,Yes,'Website Account'
24212,M,65,M,Seldom,Yes,No,Yes,No,'Credit Card'
38914,M,48,M,Regular,Yes,No,No,No,'Credit Card'
23653,F,36,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
15286,F,52,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
35863,M,17,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
85097,M,49,S,Regular,Yes,No,No,Yes,'Credit Card'
87341,F,57,S,Regular,Yes,No,No,Yes,'Website Account'
38881,F,35,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
22477,M,65,M,Seldom,Yes,No,Yes,No,'Website Account'
86311,F,43,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
22144,F,32,S,Seldom,Yes,No,Yes,No,'Website Account'
76591,M,61,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
78255,M,62,M,Seldom,Yes,No,Yes,No,'Website Account'
64466,M,68,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
52945,M,42,S,Seldom,Yes,No,No,Yes,'Bank Transfer'
10591,F,24,M,Regular,Yes,Yes,Yes,No,'Credit Card'
14026,F,64,M,Regular,No,Yes,Yes,No,'Bank Transfer'
28029,F,67,M,Frequent,No,Yes,No,Yes,'Website Account'
