User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
91499,M,47,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
48465,F,36,S,Frequent,Yes,No,Yes,No,'Website Account'
79836,F,31,S,Seldom,Yes,No,Yes,No,'Website Account'
82587,M,55,M,Seldom,Yes,Yes,Yes,No,'Website Account'
19303,F,49,S,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
53876,F,65,M,Frequent,Yes,No,No,No,'Monthly Billing'
62131,M,17,M,Seldom,Yes,No,Yes,No,'Credit Card'
87205,M,53,S,Seldom,Yes,No,Yes,No,'Website Account'
17505,F,57,S,Seldom,Yes,No,Yes,Yes,'Credit Card'
25980,M,29,M,Regular,Yes,Yes,Yes,No,'Website Account'
85343,F,67,M,Frequent,No,Yes,No,Yes,'Website Account'
45785,M,49,M,Regular,Yes,No,Yes,No,'Credit Card'
85097,M,49,S,Regular,Yes,No,No,Yes,'Credit Card'
82082,F,27,S,Regular,Yes,No,Yes,Yes,'Bank Transfer'
40481,F,39,S,Regular,Yes,Yes,No,No,'Website Account'
12524,F,27,M,Regular,Yes,Yes,Yes,Yes,'Monthly Billing'
25205,M,68,M,Seldom,Yes,No,Yes,No,'Credit Card'
83754,F,36,S,Frequent,Yes,No,Yes,No,'Website Account'
34642,F,42,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
38140,F,50,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
93846,M,45,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
32371,M,44,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
79388,F,45,M,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
52205,M,47,S,Seldom,Yes,Yes,Yes,No,'Website Account'
20555,F,32,S,Seldom,Yes,No,Yes,No,'Website Account'
19854,F,62,M,Regular,Yes,Yes,Yes,No,'Monthly Billing'
93674,F,57,S,Seldom,Yes,No,Yes,No,'Website Account'
20176,F,50,S,Regular,Yes,Yes,Yes,No,'Bank Transfer'
25354,F,40,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
69195,M,48,S,Regular,Yes,No,Yes,No,'Website Account'
97362,F,43,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
70355,M,45,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
54239,M,36,S,Regular,Yes,No,Yes,Yes,'Website Account'
12784,F,44,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
69814,F,65,M,Seldom,Yes,Yes,Yes,No,'Website Account'
30121,F,66,M,Frequent,No,Yes,No,Yes,'Website Account'
63239,M,47,S,Regular,Yes,No,Yes,No,'Website Account'
12532,F,48,S,Seldom,Yes,Yes,No,Yes,'Credit Card'
26771,F,68,S,Seldom,Yes,No,Yes,Yes,'Website Account'
35350,M,36,S,Regular,Yes,No,Yes,Yes,'Website Account'
92932,M,26,M,Regular,Yes,No,Yes,No,'Website Account'
80502,F,37,S,Frequent,Yes,No,Yes,No,'Website Account'
86453,F,62,M,Regular,No,Yes,Yes,No,'Bank Transfer'
15810,F,64,M,Seldom,Yes,No,Yes,No,'Website Account'
97981,M,42,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
61926,M,17,M,Seldom,Yes,No,Yes,No,'Credit Card'
92866,M,30,M,Seldom,Yes,No,Yes,Yes,'Website Account'
57474,F,26,M,Seldom,Yes,No,Yes,Yes,'Website Account'
87341,F,57,S,Regular,Yes,No,No,Yes,'Website Account'
12978,F,25,M,Regular,Yes,Yes,Yes,No,'Credit Card'
61668,M,54,S,Seldom,Yes,No,Yes,No,'Website Account'
37805,F,56,S,Seldom,Yes,No,Yes,No,'Website Account'
96893,F,28,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
93347,F,21,S,Seldom,Yes,No,No,No,'Credit Card'
97649,M,35,S,Regular,Yes,No,Yes,Yes,'Website Account'
27135,M,67,M,Seldom,Yes,No,Yes,No,'Credit Card'
22402,M,23,M,Regular,Yes,No,Yes,No,'Website Account'
28983,F,64,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
38763,M,33,M,Seldom,Yes,No,Yes,No,'Monthly Billing'
45512,F,40,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
68362,F,47,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
40012,M,45,M,Regular,Yes,No,No,No,'Credit Card'
14507,M,48,S,Regular,Yes,No,Yes,No,'Website Account'
12784,F,44,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
72282,F,31,S,Seldom,Yes,No,Yes,No,'Website Account'
52421,F,37,S,Seldom,Yes,Yes,Yes,No,'Website Account'
65693,M,46,S,Frequent,Yes,No,No,No,'Website Account'
37805,F,56,S,Seldom,Yes,No,Yes,No,'Website Account'
70355,M,45,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
57202,F,53,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
18023,F,49,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
44210,M,20,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
53506,M,37,M,Seldom,Yes,No,Yes,Yes,'Website Account'
56204,F,25,S,Seldom,Yes,No,No,No,'Credit Card'
66037,F,49,S,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
38140,F,50,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
56031,M,57,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
27193,M,17,M,Seldom,Yes,No,Yes,No,'Credit Card'
50272,M,37,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
84631,F,58,S,Regular,Yes,No,No,Yes,'Website Account'
67467,M,47,M,Regular,Yes,No,Yes,No,'Credit Card'
97494,M,32,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
36662,F,33,S,Seldom,Yes,No,Yes,No,'Website Account'
82338,M,42,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
