User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
33371,M,49,S,Regular,Yes,Yes,Yes,No,'Website Account'
12539,F,50,S,Regular,Yes,Yes,Yes,No,'Bank Transfer'
70731,F,51,S,Seldom,Yes,Yes,No,Yes,'Monthly Billing'
81704,M,19,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
33371,M,49,S,Regular,Yes,Yes,Yes,No,'Website Account'
46208,M,69,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
80584,M,34,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
30377,M,43,M,Seldom,Yes,Yes,Yes,No,'Website Account'
33261,M,18,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
29387,M,26,M,Seldom,Yes,No,No,No,'Monthly Billing'
33371,M,49,S,Regular,Yes,Yes,Yes,No,'Website Account'
76558,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
14730,M,52,M,Frequent,Yes,Yes,Yes,No,'Bank Transfer'
81704,M,19,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
23677,F,62,M,Frequent,Yes,No,No,No,'Monthly Billing'
61887,M,35,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
38013,M,54,S,Seldom,Yes,No,Yes,No,'Website Account'
63959,M,44,M,Regular,Yes,No,No,No,'Credit Card'
38844,M,57,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
93846,M,45,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
78234,M,23,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
62131,M,17,M,Seldom,Yes,No,Yes,No,'Credit Card'
99694,F,46,S,Seldom,Yes,Yes,No,No,'Bank Transfer'
23135,M,31,M,Regular,Yes,No,Yes,No,'Bank Transfer'
19016,M,33,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
44901,M,55,M,Seldom,Yes,No,Yes,Yes,'Website Account'
19016,M,33,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
82587,M,55,M,Seldom,Yes,Yes,Yes,No,'Website Account'
92903,F,37,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
