User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
70720,F,45,S,Seldom,Yes,No,Yes,No,'Monthly Billing'
92903,F,37,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
44531,M,52,S,Regular,Yes,No,Yes,Yes,'Website Account'
85084,M,50,M,Seldom,Yes,No,No,Yes,'Credit Card'
25250,M,59,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
56380,M,43,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
33371,M,49,S,Regular,Yes,Yes,Yes,No,'Website Account'
33261,M,18,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
88479,M,34,M,Seldom,Yes,No,Yes,Yes,'Website Account'
26771,F,68,S,Seldom,Yes,No,Yes,Yes,'Website Account'
25250,M,59,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
46740,M,58,S,Seldom,Yes,No,Yes,No,'Website Account'
50695,F,64,S,Seldom,Yes,No,Yes,Yes,'Website Account'
48662,M,30,M,Seldom,Yes,No,Yes,Yes,'Website Account'
42424,F,57,S,Regular,Yes,No,No,Yes,'Website Account'
61887,M,35,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
25913,F,51,M,Regular,Yes,Yes,No,No,'Bank Transfer'
37110,F,59,S,Regular,Yes,Yes,Yes,No,'Website Account'
28029,F,67,M,Frequent,No,Yes,No,Yes,'Website Account'
33261,M,18,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
50414,M,48,M,Regular,Yes,No,Yes,No,'Credit Card'
78234,M,23,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
47720,M,36,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
62523,F,53,S,Seldom,Yes,Yes,Yes,No,'Credit Card'
89985,F,51,M,Regular,No,Yes,Yes,No,'Credit Card'
65242,M,45,S,Seldom,Yes,No,No,Yes,'Bank Transfer'
84566,M,55,M,Seldom,Yes,No,Yes,Yes,'Website Account'
46304,M,33,S,Seldom,Yes,No,Yes,No,'Website Account'
33261,M,18,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
84559,M,36,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
81776,M,64,M,Seldom,Yes,No,No,No,'Bank Transfer'
73685,M,61,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
53642,M,67,S,Regular,Yes,Yes,Yes,Yes,'Credit Card'
47073,F,28,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
53642,M,67,S,Regular,Yes,Yes,Yes,Yes,'Credit Card'
53506,M,37,M,Seldom,Yes,No,Yes,Yes,'Website Account'
76558,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
22923,F,50,S,Seldom,Yes,Yes,No,Yes,'Monthly Billing'
22402,M,23,M,Regular,Yes,No,Yes,No,'Website Account'
12978,F,25,M,Regular,Yes,Yes,Yes,No,'Credit Card'
33192,F,64,M,Frequent,No,Yes,No,Yes,'Website Account'
27878,M,66,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
89520,M,50,S,Frequent,Yes,No,No,No,'Website Account'
46836,F,56,S,Seldom,Yes,No,Yes,No,'Website Account'
71801,F,30,M,Seldom,Yes,No,Yes,Yes,'Website Account'
78255,M,62,M,Seldom,Yes,No,Yes,No,'Website Account'
91499,M,47,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
70473,M,50,S,Frequent,Yes,No,No,No,'Website Account'
37805,F,56,S,Seldom,Yes,No,Yes,No,'Website Account'
48696,F,53,S,Regular,Yes,Yes,No,No,'Bank Transfer'
96893,F,28,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
90476,F,31,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
78255,M,62,M,Seldom,Yes,No,Yes,No,'Website Account'
67767,M,52,M,Frequent,Yes,Yes,Yes,No,'Bank Transfer'
84250,F,31,S,Seldom,Yes,No,Yes,No,'Website Account'
49019,M,48,S,Seldom,Yes,No,Yes,No,'Credit Card'
93435,M,44,M,Frequent,Yes,Yes,No,Yes,'Website Account'
77950,F,30,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
63959,M,44,M,Regular,Yes,No,No,No,'Credit Card'
65693,M,46,S,Frequent,Yes,No,No,No,'Website Account'
19303,F,49,S,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
86915,F,31,S,Seldom,Yes,No,Yes,No,'Website Account'
82338,M,42,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
62087,F,50,S,Seldom,Yes,Yes,No,No,'Bank Transfer'
85169,F,28,M,Seldom,Yes,No,Yes,No,'Monthly Billing'
72889,M,63,M,Seldom,Yes,No,Yes,No,'Website Account'
26584,F,34,M,Regular,Yes,No,Yes,No,'Website Account'
85451,M,52,M,Seldom,Yes,Yes,Yes,No,'Website Account'
26584,F,34,M,Regular,Yes,No,Yes,No,'Website Account'
88479,M,34,M,Seldom,Yes,No,Yes,Yes,'Website Account'
48662,M,30,M,Seldom,Yes,No,Yes,Yes,'Website Account'
36277,F,18,S,Seldom,Yes,No,Yes,Yes,'Website Account'
13308,F,54,S,Seldom,Yes,No,Yes,Yes,'Credit Card'
47884,M,37,M,Seldom,Yes,No,Yes,No,'Monthly Billing'
12539,F,50,S,Regular,Yes,Yes,Yes,No,'Bank Transfer'
16908,F,52,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
19396,M,41,M,Seldom,Yes,Yes,Yes,No,'Website Account'
57202,F,53,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
95027,F,36,S,Seldom,Yes,Yes,Yes,No,'Website Account'
76169,M,33,M,Regular,Yes,No,Yes,No,'Bank Transfer'
86311,F,43,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
81919,F,38,S,Regular,Yes,Yes,Yes,No,'Website Account'
57301,M,63,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
69935,M,28,M,Regular,Yes,No,Yes,No,'Bank Transfer'
34642,F,42,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
25680,M,56,S,Regular,Yes,Yes,Yes,No,'Credit Card'
