User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
85198,M,59,M,Frequent,Yes,No,Yes,No,'Website Account'
26584,F,34,M,Regular,Yes,No,Yes,No,'Website Account'
85084,M,50,M,Seldom,Yes,No,No,Yes,'Credit Card'
75104,F,43,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
72889,M,63,M,Seldom,Yes,No,Yes,No,'Website Account'
55084,F,67,M,Regular,Yes,No,No,No,'Website Account'
77370,M,22,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
19016,M,33,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
68250,M,59,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
88778,F,63,M,Seldom,Yes,Yes,Yes,No,'Website Account'
69601,F,62,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
24468,F,50,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
25250,M,59,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
47720,M,36,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
88598,M,40,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
61803,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
91208,M,32,S,Seldom,Yes,No,Yes,No,'Website Account'
19015,M,44,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
95027,F,36,S,Seldom,Yes,Yes,Yes,No,'Website Account'
37805,F,56,S,Seldom,Yes,No,Yes,No,'Website Account'
64405,M,31,M,Regular,No,No,Yes,No,'Monthly Billing'
25354,F,40,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
70355,M,45,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
13408,M,68,M,Seldom,Yes,No,No,No,'Bank Transfer'
10153,M,46,M,Frequent,Yes,Yes,No,Yes,'Website Account'
19889,M,29,M,Regular,Yes,Yes,Yes,No,'Website Account'
58585,F,66,M,Seldom,Yes,No,Yes,No,'Website Account'
44901,M,55,M,Seldom,Yes,No,Yes,Yes,'Website Account'
75104,F,43,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
95316,F,28,M,Seldom,Yes,No,Yes,Yes,'Website Account'
34616,M,23,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
48696,F,53,S,Regular,Yes,Yes,No,No,'Bank Transfer'
32695,F,34,S,Seldom,Yes,No,Yes,No,'Bank Transfer'
76548,F,52,M,Regular,Yes,Yes,No,No,'Bank Transfer'
