User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method
54936,M,46,S,Regular,Yes,Yes,Yes,No,'Website Account'
12524,F,27,M,Regular,Yes,Yes,Yes,Yes,'Monthly Billing'
74055,F,49,S,Seldom,Yes,No,Yes,Yes,'Monthly Billing'
38914,M,48,M,Regular,Yes,No,No,No,'Credit Card'
83814,F,63,M,Regular,Yes,Yes,Yes,No,'Monthly Billing'
49408,M,34,M,Seldom,Yes,Yes,Yes,Yes,'Website Account'
88464,M,46,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
69195,M,48,S,Regular,Yes,No,Yes,No,'Website Account'
13668,F,52,S,Seldom,Yes,Yes,No,Yes,'Monthly Billing'
49906,M,47,S,Regular,Yes,Yes,Yes,No,'Website Account'
24212,M,65,M,Seldom,Yes,No,Yes,No,'Credit Card'
44360,F,54,M,Regular,Yes,Yes,No,No,'Bank Transfer'
85097,M,49,S,Regular,Yes,No,No,Yes,'Credit Card'
76548,F,52,M,Regular,Yes,Yes,No,No,'Bank Transfer'
86915,F,31,S,Seldom,Yes,No,Yes,No,'Website Account'
76172,F,47,S,Seldom,Yes,Yes,No,Yes,'Credit Card'
82405,M,30,M,Regular,Yes,Yes,Yes,No,'Website Account'
15286,F,52,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
36437,F,44,S,Seldom,Yes,No,Yes,No,'Monthly Billing'
77370,M,22,S,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
92932,M,26,M,Regular,Yes,No,Yes,No,'Website Account'
89822,F,63,M,Seldom,Yes,Yes,Yes,Yes,'Monthly Billing'
70731,F,51,S,Seldom,Yes,Yes,No,Yes,'Monthly Billing'
52881,F,53,M,Seldom,Yes,Yes,Yes,No,'Bank Transfer'
97649,M,35,S,Regular,Yes,No,Yes,Yes,'Website Account'
61803,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
50777,F,34,S,Regular,Yes,Yes,Yes,No,'Website Account'
42424,F,57,S,Regular,Yes,No,No,Yes,'Website Account'
15575,M,37,M,Seldom,Yes,No,Yes,Yes,'Website Account'
13668,F,52,S,Seldom,Yes,Yes,No,Yes,'Monthly Billing'
56031,M,57,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
73685,M,61,S,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
57202,F,53,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
56031,M,57,S,Regular,Yes,Yes,Yes,Yes,'Bank Transfer'
61803,F,49,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
86453,F,62,M,Regular,No,Yes,Yes,No,'Bank Transfer'
32371,M,44,M,Seldom,Yes,Yes,Yes,Yes,'Bank Transfer'
66884,M,67,S,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
35169,M,37,M,Seldom,Yes,No,Yes,No,'Monthly Billing'
53876,F,65,M,Frequent,Yes,No,No,No,'Monthly Billing'
20176,F,50,S,Regular,Yes,Yes,Yes,No,'Bank Transfer'
23677,F,62,M,Frequent,Yes,No,No,No,'Monthly Billing'
53642,M,67,S,Regular,Yes,Yes,Yes,Yes,'Credit Card'
90036,F,52,S,Seldom,Yes,Yes,No,Yes,'Bank Transfer'
58527,M,70,M,Regular,Yes,Yes,Yes,No,'Bank Transfer'
12369,M,45,M,Regular,Yes,Yes,Yes,Yes,'Website Account'
26464,F,46,M,Seldom,Yes,No,Yes,Yes,'Bank Transfer'
50209,F,44,M,Seldom,Yes,No,Yes,No,'Bank Transfer'
67767,M,52,M,Frequent,Yes,Yes,Yes,No,'Bank Transfer'
13880,M,48,S,Seldom,Yes,No,Yes,Yes,'Website Account'
